x,y
0.000273834,12999999.99
0.001277891,12999999.99
0.002190669,12999999.99
0.002920893,12999999.99
0.003833671,12999999.99
0.004746452,12999999.99
0.005750507,12999999.99
0.007119675,12985555.58
0.008123733,12985555.58
0.008945234,12985555.58
0.009766735,12985555.58
0.01086207,12971111.18
0.011866128,12956666.78
0.012778906,12927777.72
0.013691683,12913333.43
0.014513184,12898888.91
0.015425965,12855555.57
0.016338743,12812222.24
0.017251521,12768888.9
0.018073025,12711111.05
0.018803246,12638888.9
0.019669555,12552222.23
0.020363267,12442444.33
0.02105698,12322686.88
0.021687625,12202929.21
0.022255209,12093151.54
0.022696661,11963414.1
0.023138115,11833676.66
0.023579567,11703939.22
0.024021022,11564222.01
0.024462473,11424505.04
0.024903928,11284787.83
0.025282315,11135090.86
0.025597638,11005353.41
0.025912963,10855656.45
0.026228286,10715939.23
0.026606676,10546282.72
0.026858934,10386605.98
0.027174257,10246888.78
0.02736345,10107171.57
0.027678776,9957474.592
0.027994099,9807777.616
0.028309421,9648100.878
0.028498618,9508383.677
0.028750876,9368666.463
0.02894007,9228949.249
0.029192328,9059292.749
0.029444589,8909595.773
0.029696847,8749919.035
0.02988604,8600222.059
0.030138298,8450525.083
0.03039056,8290848.345
0.030579753,8131171.607
0.030832011,7951535.332
0.031147334,7791858.594
0.03133653,7632181.362
0.031651853,7482484.399
0.031904111,7332787.423
0.032156369,7193070.69
0.03240863,7033393.471
0.032723953,6893676.738
0.033039276,6753959.537
0.033417666,6604262.561
0.033796053,6474525.122
0.034237508,6354766.964
0.034994282,6264949.548
0.036003317,6185110.451
0.036760094,6125231.853
0.037516872,6055373.012
0.038399778,5985515.133
0.039282684,5915656.292
0.040165591,5845797.919
0.041111562,5775939.078
0.042120594,5686121.181
0.0431927,5616262.34
0.044201732,5536424.205
0.045210771,5476545.126
0.046219803,5396707.004
0.047165774,5336828.406
0.048174812,5266969.552
0.049246912,5187131.43
0.050319012,5127251.87
0.051391112,5057393.991
0.052400144,4987535.137
0.053346115,4927656.539
0.054418215,4867777.941
0.055427253,4807898.381
0.056310157,4748019.783
0.057382263,4688141.198
0.058391295,4628262.6
0.059589524,4568384.002
0.060472433,4518484.685
0.061355337,4478565.624
0.062238246,4428666.307
0.063499536,4358807.466
0.064445507,4318888.392
0.065265349,4278969.331
0.066400517,4229070.027
0.067661807,4159212.135
0.068481649,4119293.074
0.069238429,4079373.051
0.070247461,4039453.977
0.071130371,3999534.916
0.072202471,3959615.855
0.073022313,4009515.159
0.073463767,4159212.135
0.073779088,4318888.392
0.073968285,4498525.148
0.074031346,4638241.881
0.074220543,4847817.936
0.074346672,5027454.211
0.074409734,5227050.01
0.074535863,5426646.303
0.074661992,5666161.163
0.074725059,5865757.456
0.074788121,6085312.792
0.074914256,6324828.146
0.074977317,6514444.183
0.075040385,6704060.22
0.075166514,6883696.495
0.075355704,7063333.251
0.075481833,7203050.452
0.075734092,7342767.666
0.076364743,7472504.624
0.077310714,7542363.478
0.078508943,7592262.301
0.079581042,7632181.362
0.080653142,7672100.917
0.08178831,7721999.74
0.082797342,7751939.039
0.084184768,7791858.594
0.085319935,7811818.118
0.086265906,7831777.655
0.087274938,7851737.192
0.088283977,7851737.192
0.089229945,7861716.954
0.090175915,7861716.954
0.091184954,7861716.954
