x,y
0.000387273,12984212
0.001157501,12984212
0.002013309,12984212
0.002869118,12984212
0.003724929,12984212
0.004666317,12984212
0.005436545,12984212
0.006292356,12984212
0.007319327,12984212
0.008260715,12984212
0.009202106,12984212
0.010314657,12970663.26
0.011256048,12957114.63
0.012111856,12943566
0.013138827,12930017.26
0.014080218,12916468.64
0.015021609,12889371.27
0.015877417,12835176.65
0.016733225,12794530.65
0.017589036,12740336.03
0.018359265,12686141.41
0.01912949,12618397.93
0.019814141,12523557.43
0.020584369,12428716.7
0.021269015,12320327.45
0.0217825,12198389.47
0.022295986,12076451.49
0.022809471,11954513.5
0.023237374,11846124.03
0.023579699,11724186.05
0.023922025,11615796.8
0.024349928,11493858.82
0.02477783,11371920.83
0.024948996,11249982.85
0.025291316,11100947.61
0.025719224,10938363.63
0.025975967,10816425.42
0.026318287,10694487.44
0.026575029,10531903.46
0.026917355,10396416.96
0.027259681,10233832.98
0.02757866,10081102.54
0.027796503,9943152.455
0.028014347,9805202.487
0.02834111,9658630.491
0.028504492,9512058.495
0.028776794,9356864.697
0.028994637,9210292.926
0.029266939,9063720.93
0.029430321,8934392.765
0.029702623,8770577.164
0.029866005,8606761.337
0.030192768,8434323.934
0.030465073,8279130.135
0.030682913,8115314.535
0.030955218,7925633.075
0.031173059,7779061.305
0.031390902,7606623.45
0.031717665,7425564.018
0.03209889,7253126.615
0.032316731,7097932.817
0.032643494,6942739.018
0.033024719,6770301.615
0.033405944,6615107.816
0.033841628,6468535.595
0.034386235,6365073.062
0.0349853,6270232.558
0.035747747,6209879.264
0.036619118,6140904.393
0.037490488,6071929.522
0.038252935,6002954.199
0.039069844,5933979.328
0.039886752,5865004.457
0.040703661,5804651.163
0.041357188,5752919.897
0.042228558,5701188.63
0.042882085,5640835.336
0.043753453,5580482.493
0.044570361,5511507.171
0.045441732,5459775.905
0.04625864,5399423.062
0.047238931,5339069.767
0.048164763,5270094.896
0.048981671,5209741.602
0.049907497,5149388.308
0.05077887,5089035.465
0.051595779,5054547.804
0.052467147,5002816.537
0.053284055,5028682.171
0.053774201,5140766.731
0.054046505,5295960.529
0.054318804,5477019.961
0.054427728,5658079.392
0.054591109,5873626.034
0.054645568,6037441.86
0.05480895,6244366.925
0.054917873,6459914.018
0.055026796,6640973.449
0.055081254,6830654.458
0.055244636,7072067.183
0.055353559,7313479.909
0.055625858,7503160.918
0.055843705,7675598.772
0.056116004,7830792.571
0.056715072,7977364.341
0.057695362,8072204.845
0.058730112,8132558.14
0.059655943,8201533.236
0.060581775,8253264.502
0.061507601,8296373.74
0.062378974,8330861.402
0.063250342,8373970.64
0.064285091,8434323.934
0.065483227,8486055.2
0.066572435,8537786.466
0.067607189,8572274.127
0.068696399,8624005.393
0.069785613,8667114.632
0.070929285,8701602.067
0.0722908,8744711.531
0.073870153,8796442.797
0.075122749,8839552.261
0.076593184,8891283.527
0.077900238,8917149.16
0.079261751,8968880.426
0.080405423,8994746.059
0.08160356,9029233.495
0.082692768,9063720.93
0.083890904,9080964.761
0.085034576,9115452.196
0.086123784,9124074.224
0.087158539,9141317.829
0.088084365,9149939.858
0.08911912,9149939.858
0.090208328,9149939.858
0.091243083,9149939.858
