x,y
0.000516421,9990697.674
0.00135667,9990697.674
0.002196919,9990697.674
0.003130529,9990697.674
0.003970778,9990697.674
0.004904388,9990697.674
0.005744637,9990697.674
0.006771607,9990697.674
0.007705217,9990697.674
0.008638827,9990697.674
0.009572437,9979328.165
0.010412686,9967958.656
0.011252935,9967958.656
0.012093184,9956589.147
0.012933433,9945219.638
0.013773682,9933850.129
0.014987375,9899741.602
0.016014346,9865633.075
0.016854595,9831524.548
0.017694844,9786046.512
0.018441732,9740568.475
0.019281981,9683720.93
0.019842147,9626873.385
0.020589035,9558656.331
0.021149201,9490439.276
0.021709367,9410852.713
0.022269533,9331266.15
0.022642977,9251679.587
0.023203143,9137984.496
0.023763309,9047028.424
0.024136753,8933333.333
0.024510197,8831007.752
0.024883641,8740051.68
0.025257085,8637726.098
0.025537168,8546770.026
0.025910612,8444444.444
0.026190695,8353488.372
0.026470778,8251162.791
0.026750861,8137467.7
0.027030944,8035142.119
0.027311027,7898708.01
0.027684471,7762273.902
0.027964554,7648578.811
0.028151276,7534883.721
0.028431358,7409819.121
0.028804802,7296124.031
0.028991524,7171059.432
0.029271607,7045994.832
0.02955169,6909560.724
0.029738412,6773126.615
0.030018495,6636692.506
0.030298578,6511627.907
0.030578661,6386563.307
0.030765383,6250129.199
0.031138827,6090956.072
0.03141891,5954521.964
0.031698993,5818087.855
0.031885715,5693023.256
0.032153349,5572695.836
0.032425654,5446684.009
0.032697956,5327304.164
0.033024719,5207924.319
0.033351483,5101808.786
0.033678246,5002325.581
0.03411393,4896210.048
0.034712998,4776830.203
0.035148682,4697243.64
0.035638827,4591128.453
0.036237893,4511541.89
0.036728038,4438587.309
0.037436026,4345736.434
0.038035092,4259517.542
0.03863416,4193195.637
0.039287687,4126873.385
0.039886752,4060551.133
0.040812581,3994229.228
0.04152057,3947803.618
0.042283017,3908010.336
0.043099926,3861584.725
0.043807914,3821791.443
0.044515903,3781998.162
0.045223888,3748837.209
0.045986336,3702411.598
0.046803244,3662618.317
0.047565694,3622825.035
0.048437062,3583031.753
0.04925397,3543238.472
0.049961962,3510077.519
0.050833329,3476916.567
0.051595779,3470284.238
0.05203146,3563135.113
0.052194842,3669250.646
0.052358224,3795262.82
0.052467147,3927906.977
0.052521605,4040654.492
0.052630528,4166666.667
0.052630528,4305943.152
0.05279391,4451851.968
0.052848369,4577863.795
0.052848369,4717140.281
0.052957292,4849784.784
0.053011751,4962532.3
0.053066215,5088544.474
0.053175132,5227820.96
0.053284055,5360465.116
0.053447437,5513005.914
0.053610819,5652282.399
0.053828659,5784926.903
0.053992041,5884410.107
0.054373269,5970628.653
0.055135713,6050215.216
0.055898163,6109905.138
0.056878454,6162963.079
0.057749821,6202756.36
0.058675653,6249181.624
0.059710402,6295607.235
0.060854074,6348665.002
0.061888829,6395090.439
0.063032501,6434883.721
0.064230632,6487941.488
0.065210923,6514470.284
0.066245672,6547631.41
0.067222851,6581739.764
0.068343183,6619638.243
0.069588,6665116.279
0.070957291,6695434.854
0.072326587,6733333.333
0.073509162,6763651.908
0.074940695,6809129.945
0.076434471,6839448.867
0.077928247,6869767.442
0.079110821,6892506.46
0.080542355,6922825.035
0.081973888,6953143.957
0.083156463,6983462.532
0.084463517,6998621.993
0.085708328,7013781.107
0.086890903,7021361.011
0.088260199,7036520.126
0.089318288,7036520.126
0.09043862,7036520.126
0.09149671,7036520.126
