x, y
0.000356133,0.030828431
0.001115983,0.030828431
0.00196026,0.034682081
0.002973393,0.034682081
0.003902099,0.034682081
0.005084086,0.042389124
0.006169369,0.046032439
0.007299165,0.052478624
0.00835835,0.058924552
0.009488147,0.065370481
0.010617943,0.078262337
0.011677128,0.091154194
0.012665701,0.104046307
0.013583661,0.116938164
0.014431007,0.12983002
0.015348968,0.149168062
0.016196314,0.165282882
0.017043663,0.187843631
0.017749785,0.207181673
0.01845591,0.229742422
0.019303256,0.252303428
0.020009381,0.281310105
0.020715503,0.310317039
0.021421626,0.336100752
0.021986524,0.365107686
0.022692649,0.39411462
0.023186935,0.426344262
0.023822445,0.45857416
0.024316732,0.487581094
0.02488163,0.529479628
0.025305305,0.558486562
0.025870203,0.600385352
0.026435101,0.63261525
0.026999999,0.674513784
0.027423674,0.709966647
0.027913355,0.748222058
0.028470577,0.78984053
0.029027799,0.83839552
0.02948371,0.880013992
0.029939621,0.919320376
0.030344874,0.956314544
0.03085144,0.988684537
0.031358007,1.011805925
0.031965887,1.039551487
0.032827048,1.060360787
0.032928362,1.115852168
0.032928362,1.16440703
0.032979021,1.208337653
0.032979021,1.249956188
0.032979021,1.286950356
0.033080332,1.342441737
0.033941495,1.347065976
0.035106598,1.347065976
0.035917106,1.349378128
0.036930239,1.351690279
0.037943372,1.354002431
0.039007161,1.354002431
0.040020294,1.356314518
0.041084086,1.35862667
0.042451813,1.363250973
0.043414291,1.365563125
0.04432611,1.367875212
0.04584581,1.372499515
0.047162885,1.377123818
0.048226673,1.379435906
0.049341118,1.384060209
0.050506223,1.38637236
0.051519356,1.390996599
0.052785773,1.393308751
0.053798906,1.395620902
0.05491335,1.400245205
0.055977144,1.402557293
0.056888961,1.402557293
0.057902094,1.407181596
0.058763261,1.409493748
0.059827049,1.414117987
0.06068821,1.414117987
0.061701343,1.41874229
0.062613165,1.421054441
0.063474326,1.421054473
0.064436801,1.423366625
0.065348623,1.427990896
0.066361756,1.430303047
0.067476201,1.432615167
0.068438678,1.434927318
0.069451811,1.434927318
0.070262317,1.437239438
0.071123481,1.423366625
0.071630047,1.388684544
0.071933989,1.344753889
0.072187272,1.293886875
0.072339241,1.243019798
0.072491211,1.19215272
0.072693839,1.143597858
0.07279515,1.097355083
0.072896464,1.058048699
0.072947122,1.014118076
0.072947122,0.970187453
0.073048433,0.926256766
0.073048433,0.880013992
0.073048433,0.843019823
0.073048433,0.789840658
0.073149747,0.752846362
0.073301716,0.71122789
0.073504344,0.674233722
0.073909597,0.639551641
0.074466822,0.616430254
0.075327983,0.609493735
0.076239805,0.600245257
0.077151621,0.593308866
0.078164754,0.588684563
0.078873949,0.581748173
0.079836426,0.574811654
0.080697587,0.570187479
0.081609409,0.560938873
0.082521231,0.554002482
0.083382392,0.549378179
0.084243553,0.547066092
0.08510472,0.542441789
0.085965881,0.542441789
0.086877703,0.540129573
0.087738864,0.540129573
0.088448058,0.540129573
0.089461191,0.542441789
